,id,date,area,price,age,postalCode,district,percent,totalPrice,dateShamsi,usingType,frameType,year,quarter,month,region
5554,16140692,2018-03-15,130.0,9.55,1,146981,5,100.0,1241.5,1396/12/24,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,14698.0
2120,16192990,2018-04-15,84.69,5.0773410000000005,22,163379,8,100.0,430.0,1397/01/26,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,16337.0
1116,16113328,2018-03-07,100.0,9.5,1,19557,1,100.0,950.0,1396/12/16,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,19557.0
5715,15980077,2018-02-02,47.53,3.6924050000000004,12,134491,10,100.0,175.5,1396/11/13,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-02-01,13449.0
4620,16832888,2018-09-03,115.0,25.0,0,19879,1,100.0,2875.0,1397/06/12,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,19879.0
2576,16012137,2018-02-10,58.04,3.101309,4,135673,10,100.0,180.0,1396/11/21,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,13567.0
5044,16968846,2018-10-09,72.0,5.8,1,165789,4,100.0,417.6,1397/07/17,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,16578.0
1759,16842958,2018-09-05,75.0,5.266667,1,135786,10,100.0,395.0,1397/06/14,مسکوني,بتونی و فلزی,2018-01-01,2018-07-01,2018-09-01,13578.0
4739,16247834,2018-04-29,68.78,5.015993,15,147313,5,100.0,345.0,1397/02/09,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,14731.0
3607,17162338,2018-12-08,310.0,42.5,1,19647,1,100.0,13175.0,1397/09/17,مسکوني,فلزی,2018-01-01,2018-10-01,2018-12-01,19647.0
121,16987645,2018-10-14,90.72,13.062169,4,167865,4,100.0,1185.0,1397/07/22,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,16786.0
3140,16915846,2018-09-26,65.6,9.45122,17,148493,5,100.0,620.0,1397/07/04,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,14849.0
3271,16786559,2018-08-21,56.25,8.924444,21,181796,5,100.0,502.0,1397/05/30,مسکوني,بتونی و فلزی,2018-01-01,2018-07-01,2018-08-01,18179.0
3653,16032856,2018-02-15,49.58,2.470754,21,171996,14,100.0,122.5,1396/11/26,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,17199.0
1095,16428335,2018-06-08,88.85,9.454136,1,148381,5,100.0,840.0,1397/03/18,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,14838.0
341,16733657,2018-08-08,61.55,5.199025,15,163365,8,100.0,320.0,1397/05/17,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,16336.0
6638,15979384,2018-02-02,90.0,6.0,1,163496,8,100.0,540.0,1396/11/13,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,16349.0
5353,16732506,2018-08-08,95.0,6.5,0,173167,13,100.0,617.5,1397/05/17,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,17316.0
5468,16319539,2018-05-14,54.85,4.8,0,161684,7,100.0,263.28,1397/02/24,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,16168.0
989,15891345,2018-01-10,120.72,6.792578,0,14787,5,100.0,820.0,1396/10/20,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,14787.0
3652,17047327,2018-11-01,60.0,5.316667,15,135485,10,100.0,319.0,1397/08/10,مسکوني,فلزی,2018-01-01,2018-10-01,2018-11-01,13548.0
1137,16921150,2018-09-27,68.0,7.941176,1,134797,10,100.0,540.0,1397/07/05,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,13479.0
480,16489247,2018-06-20,50.56,8.010285000000001,17,147386,5,100.0,405.0,1397/03/30,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,14738.0
1194,16893698,2018-09-18,57.7,8.318891,7,164961,8,100.0,480.0,1397/06/27,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,16496.0
5716,16284704,2018-05-07,50.0,2.3,7,136588,16,100.0,115.0,1397/02/17,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,13658.0
2084,16239068,2018-04-26,54.9,2.823315,2,135591,10,100.0,155.0,1397/02/06,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,13559.0
1099,16246935,2018-04-28,75.0,4.466667,27,14698,5,100.0,335.0,1397/02/08,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-04-01,14698.0
6043,16445463,2018-06-11,103.0,5.5533980000000005,0,176795,14,100.0,572.0,1397/03/21,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,17679.0
4598,15968973,2018-01-30,75.0,2.106667,21,13899,21,100.0,158.0,1396/11/10,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,13899.0
1741,16470356,2018-06-17,111.19,5.12636,29,161164,7,100.0,570.0,1397/03/27,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,16116.0
917,16095680,2018-03-03,91.3,1.062432,31,159481,6,100.0,97.0,1396/12/12,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,15948.0
6497,16596056,2018-07-11,81.16,2.143913,61,133887,11,100.0,174.0,1397/04/20,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,13388.0
6025,16049754,2018-02-19,97.87,12.005722,6,19987,2,100.0,1175.0,1396/11/30,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-02-01,19987.0
5268,16008837,2018-02-08,61.22,5.390395,16,174793,13,100.0,330.0,1396/11/19,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,17479.0
84,16537460,2018-06-29,56.0,5.982143,0,134886,10,100.0,335.0,1397/04/08,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,13488.0
6413,16736782,2018-08-09,70.25,3.857651,11,135394,11,100.0,271.0,1397/05/18,مسکوني,بتونی و فلزی,2018-01-01,2018-07-01,2018-08-01,13539.0
5300,16207869,2018-04-19,74.03,6.60543,19,147861,5,100.0,489.0,1397/01/30,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,14786.0
6132,16546518,2018-07-01,40.5,2.592593,22,17888,15,100.0,105.0,1397/04/10,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,17888.0
3057,16192764,2018-04-15,57.6,1.8,2,179581,15,100.0,103.68,1397/01/26,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,17958.0
2828,16395732,2018-05-29,56.27,2.168118,17,133363,11,100.0,122.0,1397/03/08,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,13336.0
5719,16133317,2018-03-12,164.0,8.993902,1,143963,6,100.0,1475.0,1396/12/21,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,14396.0
5319,17069947,2018-11-10,57.94,5.868139,42,14168,6,100.0,340.0,1397/08/19,مسکوني,فلزی,2018-01-01,2018-10-01,2018-11-01,14168.0
4616,16282752,2018-05-07,93.51,7.699711,9,148184,5,100.0,720.0,1397/02/17,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,14818.0
3624,16801711,2018-08-26,91.5,9.398907000000001,10,19569,1,100.0,860.0,1397/06/04,مسکوني,فلزی,2018-01-01,2018-07-01,2018-08-01,19569.0
2245,16037836,2018-02-17,66.09,7.262823,5,148497,5,100.0,480.0,1396/11/28,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,14849.0
5833,17071453,2018-11-11,163.62,28.419509,2,19449,3,100.0,4650.0,1397/08/20,مسکوني,بتونی و فلزی,2018-01-01,2018-10-01,2018-11-01,19449.0
5948,16386642,2018-05-28,76.18,2.992912,12,176761,14,100.0,228.0,1397/03/07,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,17676.0
3436,16103486,2018-03-05,109.0,5.045872,1,117195,12,100.0,550.0,1396/12/14,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,11719.0
4995,16974941,2018-10-10,122.0,16.872951,0,198161,2,100.0,2058.5,1397/07/18,مسکوني,فلزی,2018-01-01,2018-10-01,2018-10-01,19816.0
1735,16270038,2018-05-05,87.48,5.258344999999999,15,176695,14,100.0,460.0,1397/02/15,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,17669.0
2003,16884822,2018-09-16,113.72,10.552234,15,148383,5,100.0,1200.0,1397/06/25,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,14838.0
4254,16506436,2018-06-24,90.0,8.7,0,145995,2,100.0,783.0,1397/04/03,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-06-01,14599.0
1492,16937170,2018-10-01,52.12,4.988487999999999,12,119581,11,100.0,260.0,1397/07/09,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,11958.0
112,16283846,2018-05-07,114.0,12.5,0,19396,3,100.0,1425.0,1397/02/17,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,19396.0
2140,16483203,2018-06-19,120.12,9.490509,47,166167,4,100.0,1140.0,1397/03/29,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,16616.0
1919,16064761,2018-02-24,50.38,3.394204,14,174181,13,100.0,171.0,1396/12/05,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,17418.0
4206,16398798,2018-05-30,102.38,11.95,1,143473,6,100.0,1223.441,1397/03/09,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,14347.0
4908,16044743,2018-02-18,52.2,3.831418,8,163866,7,100.0,200.0,1396/11/29,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-02-01,16386.0
1171,16721549,2018-08-06,59.47,3.985203,27,135474,10,100.0,237.0,1397/05/15,مسکوني,فلزی,2018-01-01,2018-07-01,2018-08-01,13547.0
3873,16021582,2018-02-12,105.0,3.8666669999999996,0,164485,8,100.0,406.0,1396/11/23,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,16448.0
3820,15876316,2018-01-07,56.58,2.668788,16,178368,15,100.0,151.0,1396/10/17,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,17836.0
5444,16967477,2018-10-08,42.29,3.9016319999999998,27,119568,11,100.0,165.0,1397/07/16,مسکوني,فلزی,2018-01-01,2018-10-01,2018-10-01,11956.0
1338,17071150,2018-11-10,52.59,3.1660009999999996,20,164387,8,100.0,166.5,1397/08/19,مسکوني,فلزی,2018-01-01,2018-10-01,2018-11-01,16438.0
3953,16030901,2018-02-14,45.4,4.324229,0,134877,10,100.0,196.32,1396/11/25,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,13487.0
5899,16407308,2018-05-31,185.0,7.216216,16,173775,13,100.0,1335.0,1397/03/10,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,17377.0
2821,16696234,2018-08-01,98.6,5.172414,3,176793,14,100.0,510.0,1397/05/10,مسکوني,فلزی,2018-01-01,2018-07-01,2018-08-01,17679.0
3402,17014315,2018-10-21,55.04,4.632994,7,134884,10,100.0,255.0,1397/07/29,مسکوني,بتونی و فلزی,2018-01-01,2018-10-01,2018-10-01,13488.0
6484,17163627,2018-12-08,46.83,5.1249199999999995,18,134875,10,100.0,240.0,1397/09/17,مسکوني,بتونی,2018-01-01,2018-10-01,2018-12-01,13487.0
2931,17109720,2018-11-21,56.65,9.796999000000001,0,163576,8,100.0,555.0,1397/08/30,مسکوني,بتونی و فلزی,2018-01-01,2018-10-01,2018-11-01,16357.0
1469,17130895,2018-11-28,74.37,9.143472000000001,1,167696,4,100.0,680.0,1397/09/07,مسکوني,فلزی,2018-01-01,2018-10-01,2018-11-01,16769.0
6536,16420674,2018-06-03,74.0,4.554054,0,177683,14,100.0,337.0,1397/03/13,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,17768.0
5878,16084557,2018-02-28,69.72,4.804933999999999,22,168687,4,100.0,335.0,1396/12/09,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,16868.0
6146,17197457,2018-12-18,57.72,4.93763,13,137178,18,100.0,285.0,1397/09/27,مسکوني,فلزی,2018-01-01,2018-10-01,2018-12-01,13717.0
2240,15872814,2018-01-06,79.0,0.759494,10,149774,22,100.0,60.0,1396/10/16,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,14977.0
4036,16734564,2018-08-09,51.2,4.101563,1,178487,15,100.0,210.0,1397/05/18,مسکوني,فلزی,2018-01-01,2018-07-01,2018-08-01,17848.0
2444,16032017,2018-02-15,78.74,7.810516000000001,6,147397,5,100.0,615.0,1396/11/26,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-02-01,14739.0
966,16890939,2018-09-17,82.5,6.424242,9,134661,10,100.0,530.0,1397/06/26,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,13466.0
5448,16616859,2018-07-16,73.67,2.687661,20,133177,11,100.0,198.0,1397/04/25,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,13317.0
5375,16149624,2018-03-18,57.04,2.647265,20,176383,14,100.0,151.0,1396/12/27,مسکوني,فلزی,2018-01-01,2018-01-01,2018-03-01,17638.0
2897,17005420,2018-10-19,155.25,13.204509,13,144864,2,100.0,2050.0,1397/07/27,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,14486.0
2724,16291706,2018-05-08,80.5,2.397516,31,164485,8,100.0,193.0,1397/02/18,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,16448.0
4766,16356691,2018-05-22,56.86,6.858952,1,161973,7,100.0,390.0,1397/03/01,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,16197.0
5859,17070722,2018-11-10,117.46,18.304104000000002,6,19789,1,100.0,2150.0,1397/08/19,مسکوني,فلزی,2018-01-01,2018-10-01,2018-11-01,19789.0
3558,15968746,2018-01-30,125.0,13.0,0,19888,1,100.0,1625.0,1396/11/10,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,19888.0
4107,16847980,2018-09-06,73.0,11.589041,0,148497,5,100.0,846.0,1397/06/15,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,14849.0
2620,16190664,2018-04-15,48.98,4.083299,9,161864,2,100.0,200.0,1397/01/26,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,16186.0
5561,16698134,2018-08-01,140.3,11.831789,17,199883,2,100.0,1660.0,1397/05/10,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,19988.0
3948,16020824,2018-02-12,50.88,3.179049,6,171583,13,100.0,161.75,1396/11/23,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,17158.0
3139,16333431,2018-05-17,61.1,3.764321,2,179677,12,100.0,230.0,1397/02/27,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-05-01,17967.0
266,15870147,2018-01-06,83.02,4.600548000000001,20,174968,13,100.0,381.9375,1396/10/16,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,17496.0
1343,17045974,2018-10-31,54.01,4.443622,12,111985,12,100.0,240.0,1397/08/09,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,11198.0
4982,16871282,2018-09-12,66.57,9.463722,18,166176,4,100.0,630.0,1397/06/21,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,16617.0
4860,17124966,2018-11-27,106.75,17.416628,0,155963,7,100.0,1859.225,1397/09/06,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,15596.0
6052,16342456,2018-05-19,58.45,13.344739,11,195481,1,100.0,780.0,1397/02/29,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,19548.0
6640,16730884,2018-08-08,52.35,6.208214,27,177694,14,100.0,325.0,1397/05/17,مسکوني,بدون اسکلت,2018-01-01,2018-07-01,2018-08-01,17769.0
5835,16652954,2018-07-23,176.0,2.704545,0,13589,17,100.0,476.0,1397/05/01,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,13589.0
2016,15980852,2018-02-03,67.83,2.609465,18,133178,11,100.0,177.0,1396/11/14,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,13317.0
3882,16409162,2018-06-01,134.88,10.750297,42,13949,5,100.0,1450.0,1397/03/11,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,13949.0
6213,15934273,2018-01-21,49.3,4.107505000000001,1,163668,8,100.0,202.5,1396/11/01,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-01-01,16366.0
1856,16664615,2018-07-25,75.0,9.733333,0,156374,7,100.0,730.0,1397/05/03,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,15637.0
333,16963002,2018-10-07,61.94,6.619308999999999,7,165698,4,100.0,410.0,1397/07/15,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,16569.0
5,17031564,2018-10-27,74.79,2.674154,14,165464,8,100.0,200.0,1397/08/05,مسکوني,فلزی,2018-01-01,2018-10-01,2018-10-01,16546.0
1995,16325090,2018-05-15,93.69,4.499947,3,138793,21,100.0,421.6,1397/02/25,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,13879.0
5629,16614796,2018-07-15,150.51,10.431201,0,176668,14,100.0,1570.0,1397/04/24,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,17666.0
3942,15949675,2018-01-24,43.12,3.293135,5,134978,10,100.0,142.0,1396/11/04,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,13497.0
1810,17000862,2018-10-17,50.0,7.7,11,134184,9,100.0,385.0,1397/07/25,مسکوني,فلزی,2018-01-01,2018-10-01,2018-10-01,13418.0
1991,16793434,2018-08-24,67.53,3.894565,7,136561,16,100.0,263.0,1397/06/02,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,13656.0
4094,16847580,2018-09-06,52.64,4.996201,9,163763,7,100.0,263.0,1397/06/15,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,16376.0
3734,16526027,2018-06-27,79.39,8.31339,17,148369,5,100.0,660.0,1397/04/06,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,14836.0
1752,16680274,2018-07-29,107.03,3.391572,3,137475,18,100.0,363.0,1397/05/07,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,13747.0
913,15924103,2018-01-18,67.73,4.562232,4,176976,14,100.0,309.0,1396/10/28,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,17697.0
2642,17034346,2018-10-27,65.15,6.024559,13,134865,10,100.0,392.5,1397/08/05,مسکوني,فلزی,2018-01-01,2018-10-01,2018-10-01,13486.0
4127,17102855,2018-11-19,43.08,4.015785,27,171371,13,100.0,173.0,1397/08/28,مسکوني,فلزی,2018-01-01,2018-10-01,2018-11-01,17137.0
2535,16814185,2018-08-29,150.0,20.0,0,19857,1,100.0,3000.0,1397/06/07,مسکوني,بتونی و فلزی,2018-01-01,2018-07-01,2018-08-01,19857.0
4368,16328886,2018-05-16,61.49,2.764677,20,119975,12,100.0,170.0,1397/02/26,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,11997.0
2656,16423694,2018-06-05,156.26,17.598874,0,199865,2,100.0,2750.0,1397/03/15,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,19986.0
2073,16198794,2018-04-17,71.2,4.48736,24,163961,7,100.0,319.5,1397/01/28,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,16396.0
3946,16775615,2018-08-19,85.64,12.1,3,168997,4,100.0,1036.244,1397/05/28,مسکوني,بتونی و فلزی,2018-01-01,2018-07-01,2018-08-01,16899.0
4142,16756408,2018-08-14,61.04,9.338139,17,146966,2,100.0,570.0,1397/05/23,مسکوني,فلزی,2018-01-01,2018-07-01,2018-08-01,14696.0
3537,16010585,2018-02-09,68.58,4.301546,39,147468,5,100.0,295.0,1396/11/20,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,14746.0
6589,16207309,2018-04-19,59.99,5.084181,6,134496,10,100.0,305.0,1397/01/30,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-04-01,13449.0
618,15913522,2018-01-16,167.0,10.095808,2,19418,3,100.0,1686.0,1396/10/26,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-01-01,19418.0
3073,15951122,2018-01-25,118.0,5.423729,0,165977,4,100.0,640.0,1396/11/05,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,16597.0
5453,16618775,2018-07-16,130.0,18.0,1,199883,2,100.0,2340.0,1397/04/25,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,19988.0
5927,16831286,2018-09-03,68.65,13.83831,25,144873,2,100.0,950.0,1397/06/12,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,14487.0
730,16075244,2018-02-26,82.67,6.955365,5,165374,4,100.0,575.0,1396/12/07,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,16537.0
4912,16778758,2018-08-19,95.19,9.139616,4,19166,3,100.0,870.0,1397/05/28,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,19166.0
439,16483690,2018-06-19,80.07,7.743225,1,131365,11,100.0,620.0,1397/03/29,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,13136.0
5538,17151521,2018-12-04,103.85,17.47713,3,144793,2,100.0,1815.0,1397/09/13,مسکوني,بتونی,2018-01-01,2018-10-01,2018-12-01,14479.0
2682,16122989,2018-03-10,122.1,6.306306,11,145375,2,100.0,770.0,1396/12/19,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,14537.0
844,16489597,2018-06-20,80.0,9.8,0,145381,2,100.0,784.0,1397/03/30,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-06-01,14538.0
2469,16267946,2018-05-04,159.9,8.88055,21,168971,4,100.0,1420.0,1397/02/14,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,16897.0
1961,15914008,2018-01-16,185.03,17.997082000000002,2,19986,2,100.0,3330.0,1396/10/26,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,19986.0
6340,16521731,2018-06-26,76.8,3.385417,3,137866,18,100.0,260.0,1397/04/05,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,13786.0
756,16725142,2018-08-07,143.01,11.60758,1,166399,4,100.0,1660.0,1397/05/16,مسکوني,فلزی,2018-01-01,2018-07-01,2018-08-01,16639.0
4640,17076406,2018-11-12,79.79,10.151648,4,173679,13,100.0,810.0,1397/08/21,مسکوني,فلزی,2018-01-01,2018-10-01,2018-11-01,17367.0
733,16508949,2018-06-24,59.16,5.15551,12,133368,11,100.0,305.0,1397/04/03,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,13336.0
5697,16983454,2018-10-13,113.5,9.735683,1,156666,7,100.0,1105.0,1397/07/21,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,15666.0
3300,16845375,2018-09-06,94.4,19.822034,1,19177,3,100.0,1871.2,1397/06/15,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,19177.0
6331,16012514,2018-02-10,55.2,3.985507,6,134971,9,100.0,220.0,1396/11/21,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,13497.0
1695,16049170,2018-02-19,107.0,14.018692000000001,1,169573,1,100.0,1500.0,1396/11/30,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,16957.0
3034,17023123,2018-10-23,74.61,7.733548,6,165763,4,100.0,577.0,1397/08/01,مسکوني,فلزی,2018-01-01,2018-10-01,2018-10-01,16576.0
1429,17020780,2018-10-23,157.65,11.037108,16,19389,11,100.0,1740.0,1397/08/01,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,19389.0
5348,16843550,2018-09-05,39.02,5.125577,24,161486,7,100.0,200.0,1397/06/14,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,16148.0
3099,16997580,2018-10-16,33.21,3.824149,17,176383,14,100.0,127.0,1397/07/24,مسکوني,فلزی,2018-01-01,2018-10-01,2018-10-01,17638.0
537,15943679,2018-01-23,81.07,2.467004,2,119364,11,100.0,200.0,1396/11/03,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,11936.0
309,16784402,2018-08-20,93.0,11.247311999999999,0,14787,5,100.0,1046.0,1397/05/29,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,14787.0
1296,16882175,2018-09-15,62.0,5.483871,4,138497,9,100.0,340.0,1397/06/24,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,13849.0
3190,16299941,2018-05-10,100.0,6.4,2,148571,22,100.0,640.0,1397/02/20,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,14857.0
2587,16057736,2018-02-21,76.49,3.961302,3,165481,8,100.0,303.0,1396/12/02,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,16548.0
4932,16502575,2018-06-23,74.1,2.5236169999999998,0,179387,15,100.0,187.0,1397/04/02,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,17938.0
